site,x,y,date,year,month,rainfall,tasmin,tasmax
Raindrop_Wytham,446500,208500,27/10/2024,2024,10,0.071289063,6.3046875,13.77441406
Raindrop_Wytham,446500,208500,28/10/2024,2024,10,0.295898438,9.5859375,15.13378906
Raindrop_Wytham,446500,208500,29/10/2024,2024,10,0,12.03125,14.90429688
Raindrop_Wytham,446500,208500,30/10/2024,2024,10,0.052734375,10.29394531,11.53417969
Raindrop_Wytham,446500,208500,31/10/2024,2024,10,0.053710938,5.96484375,12.3984375
Raindrop_Wytham,446500,208500,01/11/2024,2024,11,9.77E-04,6.58203125,11.64746094
Raindrop_Wytham,446500,208500,02/11/2024,2024,11,0,9.438476563,13.41992188
Raindrop_Wytham,446500,208500,03/11/2024,2024,11,0,10.88183594,11.6015625
Raindrop_Wytham,446500,208500,04/11/2024,2024,11,0,9.64453125,10.43359375
Raindrop_Wytham,446500,208500,05/11/2024,2024,11,0.116210938,7.817382813,10.67285156
Raindrop_Wytham,446500,208500,06/11/2024,2024,11,0.227539063,8.322265625,11.23925781
Raindrop_Wytham,446500,208500,07/11/2024,2024,11,0.001953125,9.393554688,11.44824219
Raindrop_Wytham,446500,208500,08/11/2024,2024,11,0,7.8828125,9.09765625
Raindrop_Wytham,446500,208500,09/11/2024,2024,11,0.002929688,6.3828125,8.223632813
Raindrop_Wytham,446500,208500,10/11/2024,2024,11,0.05859375,6.076171875,12.2890625
Raindrop_Wytham,446500,208500,11/11/2024,2024,11,9.77E-04,6.853515625,11.30761719
Raindrop_Wytham,446500,208500,12/11/2024,2024,11,0,2.858398438,10.77441406
Raindrop_Wytham,446500,208500,13/11/2024,2024,11,0.337890625,5.115234375,10.93457031
Raindrop_Wytham,446500,208500,14/11/2024,2024,11,0.052734375,5.612304688,12.25195313
Raindrop_Wytham,446500,208500,15/11/2024,2024,11,0,3.924804688,8.231445313
Raindrop_Wytham,446500,208500,16/11/2024,2024,11,0.665039063,3.426757813,11.20800781
Raindrop_Wytham,446500,208500,17/11/2024,2024,11,1.848632813,5.713867188,10.92480469
Raindrop_Wytham,446500,208500,18/11/2024,2024,11,18.20410156,3.985351563,10.54199219
Raindrop_Wytham,446500,208500,19/11/2024,2024,11,4.693359375,0.009765625,1.619140625
Raindrop_Wytham,446500,208500,20/11/2024,2024,11,0.02734375,-2.004882813,4.224609375
Raindrop_Wytham,446500,208500,21/11/2024,2024,11,0.166015625,-1.630859375,3.465820313
Raindrop_Wytham,446500,208500,22/11/2024,2024,11,2.35546875,-1.12890625,8.020507813
Raindrop_Wytham,446500,208500,23/11/2024,2024,11,17.52734375,-0.110351563,16.47558594
Raindrop_Wytham,446500,208500,24/11/2024,2024,11,30.26074219,7.875,16.54101563
Raindrop_Wytham,446500,208500,25/11/2024,2024,11,0.151367188,8.125,10.26367188
Raindrop_Wytham,446500,208500,26/11/2024,2024,11,8.845703125,3.215820313,9.5390625
Raindrop_Wytham,446500,208500,27/11/2024,2024,11,0.213867188,3.73828125,4.8359375
Raindrop_Wytham,446500,208500,28/11/2024,2024,11,0.11328125,-1.837890625,5.9140625
Raindrop_Wytham,446500,208500,29/11/2024,2024,11,0,-1.575195313,11.6640625
Raindrop_Wytham,446500,208500,30/11/2024,2024,11,0.856445313,5.78515625,14.58105469
Raindrop_Wytham,446500,208500,01/12/2024,2024,12,0.958007813,11.43457031,13.7734375
Raindrop_Wytham,446500,208500,02/12/2024,2024,12,0.134765625,6.983398438,9.072265625
Raindrop_Wytham,446500,208500,03/12/2024,2024,12,0.00390625,2.114257813,6.51171875
Raindrop_Wytham,446500,208500,04/12/2024,2024,12,9.135742188,0.951171875,12.52441406
Raindrop_Wytham,446500,208500,05/12/2024,2024,12,7.94921875,4.392578125,12.6953125
Raindrop_Wytham,446500,208500,06/12/2024,2024,12,6.456054688,4.399414063,12.60546875
Raindrop_Wytham,446500,208500,07/12/2024,2024,12,3.927734375,4.659179688,6.958007813
Raindrop_Wytham,446500,208500,08/12/2024,2024,12,2.69921875,4.9609375,7.159179688
Raindrop_Wytham,446500,208500,09/12/2024,2024,12,0.465820313,5.338867188,6.881835938
Raindrop_Wytham,446500,208500,10/12/2024,2024,12,0,5.1875,6.28125
Raindrop_Wytham,446500,208500,11/12/2024,2024,12,9.77E-04,5.130859375,5.893554688
Raindrop_Wytham,446500,208500,12/12/2024,2024,12,0.7421875,4.827148438,6.422851563
Raindrop_Wytham,446500,208500,13/12/2024,2024,12,1.651367188,4.239257813,5.91796875
Raindrop_Wytham,446500,208500,14/12/2024,2024,12,9.77E-04,4.07421875,9.33984375
Raindrop_Wytham,446500,208500,15/12/2024,2024,12,0.001953125,4.943359375,11.60839844
Raindrop_Wytham,446500,208500,16/12/2024,2024,12,0.00390625,8.612304688,10.36230469
Raindrop_Wytham,446500,208500,17/12/2024,2024,12,2.416015625,4.790039063,13.26367188
Raindrop_Wytham,446500,208500,18/12/2024,2024,12,9.8046875,7.486328125,13.08105469
Raindrop_Wytham,446500,208500,19/12/2024,2024,12,0.001953125,3.174804688,5.857421875
Raindrop_Wytham,446500,208500,20/12/2024,2024,12,0.6875,1.310546875,8.223632813
Raindrop_Wytham,446500,208500,21/12/2024,2024,12,2.205078125,2.626953125,11.95214844
Raindrop_Wytham,446500,208500,22/12/2024,2024,12,0.206054688,2.529296875,5.985351563
Raindrop_Wytham,446500,208500,23/12/2024,2024,12,0.67578125,2.317382813,9.256835938
Raindrop_Wytham,446500,208500,24/12/2024,2024,12,0.165039063,3.373046875,11.00488281
Raindrop_Wytham,446500,208500,25/12/2024,2024,12,0.392578125,7.533203125,9.282226563
Raindrop_Wytham,446500,208500,26/12/2024,2024,12,0.07421875,5.598632813,6.328125
Raindrop_Wytham,446500,208500,27/12/2024,2024,12,0.498046875,3.697265625,4.918945313
Raindrop_Wytham,446500,208500,28/12/2024,2024,12,0.115234375,3.482421875,5.412109375
Raindrop_Wytham,446500,208500,29/12/2024,2024,12,0.001953125,1.885742188,8.329101563
Raindrop_Wytham,446500,208500,30/12/2024,2024,12,0,4.047851563,8.42578125
Raindrop_Wytham,446500,208500,31/12/2024,2024,12,0.158203125,6.489257813,11.67382813
